,Seed,Fold,accuracy,precision,recall,f1,f2,specificity,npv,mcc
4,40,5,0.881578947368421,0.7142857142857143,0.9523809523809523,0.8163265306122449,0.8928571428571429,0.8545454545454545,0.9791666666666666,0.7480407997806447
0,41,1,0.5974025974025974,0.40425531914893614,0.8636363636363636,0.5507246376811594,0.7037037037037037,0.4909090909090909,0.9,0.3284392492159424
1,41,2,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
2,41,3,0.9090909090909091,1.0,0.6818181818181818,0.8108108108108109,0.7281553398058253,1.0,0.8870967741935484,0.7777137710478189
3,41,4,0.9605263157894737,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9433962264150944,0.9636363636363636,0.9814814814814815,0.9032052540432025
4,41,5,0.8421052631578947,0.6551724137931034,0.9047619047619048,0.76,0.8407079646017699,0.8181818181818182,0.9574468085106383,0.6654992271364072
0,42,1,0.961038961038961,1.0,0.8636363636363636,0.926829268292683,0.8878504672897196,1.0,0.9482758620689655,0.9049671360007385
1,42,2,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
2,42,3,0.9090909090909091,0.8947368421052632,0.7727272727272727,0.8292682926829268,0.794392523364486,0.9636363636363636,0.9137931034482759,0.7716035580637877
3,42,4,0.9605263157894737,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9433962264150944,0.9636363636363636,0.9814814814814815,0.9032052540432025
4,42,5,0.9210526315789473,0.7777777777777778,1.0,0.875,0.9459459459459459,0.8909090909090909,1.0,0.8324237460147883
0,43,1,0.961038961038961,1.0,0.8636363636363636,0.926829268292683,0.8878504672897196,1.0,0.9482758620689655,0.9049671360007385
1,43,2,0.935064935064935,1.0,0.7727272727272727,0.8717948717948718,0.8095238095238095,1.0,0.9166666666666666,0.8416254115301732
2,43,3,0.922077922077922,1.0,0.7272727272727273,0.8421052631578947,0.7692307692307693,1.0,0.9016393442622951,0.809776330178916
3,43,4,0.9736842105263158,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9818181818181818,0.9818181818181818,0.9341991341991343
4,43,5,0.868421052631579,0.6896551724137931,0.9523809523809523,0.8,0.8849557522123894,0.8363636363636363,0.9787234042553191,0.7260716118817568
0,44,1,0.974025974025974,1.0,0.9090909090909091,0.9523809523809523,0.9259259259259259,1.0,0.9649122807017544,0.9365858115816941
1,44,2,0.935064935064935,1.0,0.7727272727272727,0.8717948717948718,0.8095238095238095,1.0,0.9166666666666666,0.8416254115301732
2,44,3,0.9090909090909091,1.0,0.6818181818181818,0.8108108108108109,0.7281553398058253,1.0,0.8870967741935484,0.7777137710478189
3,44,4,0.9210526315789473,0.8260869565217391,0.9047619047619048,0.8636363636363636,0.8878504672897196,0.9272727272727272,0.9622641509433962,0.8098984032666372
4,44,5,0.8289473684210527,0.625,0.9523809523809523,0.7547169811320755,0.8620689655172413,0.7818181818181819,0.9772727272727273,0.6649722662753595
0,45,1,0.961038961038961,1.0,0.8636363636363636,0.926829268292683,0.8878504672897196,1.0,0.9482758620689655,0.9049671360007385
1,45,2,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
2,45,3,0.961038961038961,1.0,0.8636363636363636,0.926829268292683,0.8878504672897196,1.0,0.9482758620689655,0.9049671360007385
3,45,4,0.9736842105263158,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9818181818181818,0.9818181818181818,0.9341991341991343
4,45,5,0.9342105263157895,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9259259259259259,0.9272727272727272,0.9807692307692307,0.8462436505689813
0,46,1,0.974025974025974,1.0,0.9090909090909091,0.9523809523809523,0.9259259259259259,1.0,0.9649122807017544,0.9365858115816941
1,46,2,0.922077922077922,1.0,0.7272727272727273,0.8421052631578947,0.7692307692307693,1.0,0.9016393442622951,0.809776330178916
2,46,3,0.9090909090909091,1.0,0.6818181818181818,0.8108108108108109,0.7281553398058253,1.0,0.8870967741935484,0.7777137710478189
3,46,4,0.9210526315789473,0.8,0.9523809523809523,0.8695652173913043,0.9174311926605505,0.9090909090909091,0.9803921568627451,0.8199304141514632
4,46,5,0.868421052631579,0.6774193548387096,1.0,0.8076923076923077,0.9130434782608695,0.8181818181818182,1.0,0.74448116122135
0,47,1,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
1,47,2,0.922077922077922,1.0,0.7272727272727273,0.8421052631578947,0.7692307692307693,1.0,0.9016393442622951,0.809776330178916
2,47,3,0.922077922077922,1.0,0.7272727272727273,0.8421052631578947,0.7692307692307693,1.0,0.9016393442622951,0.809776330178916
3,47,4,0.9868421052631579,1.0,0.9523809523809523,0.975609756097561,0.9615384615384616,1.0,0.9821428571428571,0.9671474291233286
4,47,5,0.868421052631579,0.6774193548387096,1.0,0.8076923076923077,0.9130434782608695,0.8181818181818182,1.0,0.74448116122135
0,48,1,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
1,48,2,0.935064935064935,1.0,0.7727272727272727,0.8717948717948718,0.8095238095238095,1.0,0.9166666666666666,0.8416254115301732
2,48,3,0.9090909090909091,1.0,0.6818181818181818,0.8108108108108109,0.7281553398058253,1.0,0.8870967741935484,0.7777137710478189
3,48,4,0.9736842105263158,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9818181818181818,0.9818181818181818,0.9341991341991343
4,48,5,0.9078947368421053,0.75,1.0,0.8571428571428571,0.9375,0.8727272727272727,1.0,0.8090398349558905
0,49,1,0.961038961038961,1.0,0.8636363636363636,0.926829268292683,0.8878504672897196,1.0,0.9482758620689655,0.9049671360007385
1,49,2,0.948051948051948,1.0,0.8181818181818182,0.9,0.8490566037735849,1.0,0.9322033898305084,0.873333764609373
2,49,3,0.9090909090909091,1.0,0.6818181818181818,0.8108108108108109,0.7281553398058253,1.0,0.8870967741935484,0.7777137710478189
3,49,4,0.9868421052631579,1.0,0.9523809523809523,0.975609756097561,0.9615384615384616,1.0,0.9821428571428571,0.9671474291233286
4,49,5,0.9078947368421053,0.75,1.0,0.8571428571428571,0.9375,0.8727272727272727,1.0,0.8090398349558905
